eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
197009120002,1970,9,12,,0,,603,"United Kingdom",8,"Western Europe",England,London,51.500152,-0.126236,1,0,,,1,1,1,0,,,0,1,0,6,"Hostage Taking (Kidnapping)",,,,,7,"Government (Diplomatic)",45,"Diplomatic Personnel (outside of embassy, consulate)","Egyptian Government","employees, Egyptian emb london",60,Egypt,,,,,,,,,,,,,,,,,"Jewish Defense League (JDL)",,,,,,,0,,,0,4,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,,,0,,,0,,,,,1,3,0,,,,"Great Britain",1,0,,,,,2,"Hostage(s) released by perpetrators",3,,,,,PGIS,1,1,1,1,
197009140001,1970,9,14,,0,,218,Uruguay,3,"South America",Montevideo,Montevideo,-34.891151,-56.187214,1,0,,,1,1,1,0,,,0,1,0,7,"Facility/Infrastructure Attack",,,,,1,Business,5,Industrial/Textiles/Factory,,"Sudamtex Textiles",217,"United States",,,,,,,,,,,,,,,,,"Tupamaros (Uruguay)",,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,2,"Major (likely > $1 million but < $1 billion)",5000000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,
197009160001,1970,9,16,,0,,218,Uruguay,3,"South America",Montevideo,Montevideo,-34.891151,-56.187214,1,0,,,1,1,1,0,,,0,1,0,7,"Facility/Infrastructure Attack",,,,,1,Business,9,Farm/Ranch,,"International Harvester",217,"United States",,,,,,,,,,,,,,,,,"Tupamaros (Uruguay)",,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,8,Incendiary,19,"Molotov Cocktail/Petrol Bomb",,,,,,,,,"Incendiary; Molotov cocktail",0,,,0,,,1,3,"Minor (likely < $1 million)",15000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,
197009180001,1970,9,18,,0,,11,Argentina,3,"South America","Santa Fe",Rosario,-32.951052,-60.666365,1,0,,,1,1,1,0,,,0,1,0,2,"Armed Assault",,,,,3,Police,22,"Police Building (headquarters, station, school)",,"Rosario Police Station",11,Argentina,,,,,,,,,,,,,,,,,"Ejercito Revolucionaria del Pueblo (ERP) (Argentina)",,,,,,,0,,,0,6,,,,,,,,,,,,5,Firearms,2,"Automatic Weapon",,,,,,,,,,,,,"Automatic firearms",0,,,2,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
197009180002,1970,9,18,,0,,217,"United States",1,"North America",Ohio,Toledo,41.65381,-83.536259,1,0,"Dorr Street","9/18/1970: Police Officer William Albert Miscannon was sitting in his police car in Toledo, Ohio, United States, near the headquarters of the Black Panther Party, when an unknown perpetrator walked up to his car and shot the officer three times.  Officer Miscannon was killed and his partner Officer Walter Shaw, who was also sitting in the car, was treated for shock.",1,1,1,0,,,0,1,0,2,"Armed Assault",,,,,3,Police,25,"Police Security Forces/Officers","Toledo Police Department","Toledo Police officer stationed outside of the Black Panther Party Headquarters",217,"United States",,,,,,,,,,,,,,,,,"Black Panthers",,,,,,"To kill police",1,,,0,1,0,0,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,"Silver handgun fired three times",1,1,0,1,1,0,0,,,,,0,,,,,,,0,,,,,,,,,"Following the attack there was a gunfight between the Toledo Police and Black Panthers.  The Police raided the headquarters of the Black Panther party an hour after the incident which directly led to the demise of the BPP within Toledo.  John McClellan was accused of carrying out the attack, but after three trials, two of which resulted in hung juries, he was acquitted.","Agis Salpukas, ""A Toledo Policeman Is Shot Dead in Patrol Car,"" New York Times, September 19, 1970.","Joshua Boak, ""After 36 Years, Slain Officer's Daughter Feels Loss,"" Toledo Blade, February 22, 2007.","""Bloody Chapters Added To Panther Saga,"" Afro-American, September 26, 1970.","Hewitt Project",0,0,0,0,
197009200001,1970,9,20,,0,,217,"United States",1,"North America",Massachusetts,Newburyport,42.811978,-70.872638,1,0,,,1,1,0,1,1,"Insurgency/Guerilla Action",0,1,0,3,Bombing/Explosion,,,,,4,Military,27,"Military Barracks/Base/Headquarters/Checkpost",,"National Guard Armory",217,"United States",,,,,,,,,,,,,,,,,"Welsh Extremists",,,,,,,0,,,0,2,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,"Unknown Explosive Type",,,,,,,,,,,,,Explosive,0,,,0,,,1,3,"Minor (likely < $1 million)",2000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,1,1,0,1,
197009230001,1970,9,23,,0,,217,"United States",1,"North America",Massachusetts,Brighton,42.350097,-71.156442,1,0,,,1,1,1,0,,,0,1,0,2,"Armed Assault",,,,,3,Police,25,"Police Security Forces/Officers","Brighton Police",Policeman,217,"United States",,,,,,,,,,,,,,,,,"Weather Underground, Weathermen",,,,,,,0,,,0,5,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,Pistols,1,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
197009230002,1970,9,23,,0,,218,Uruguay,3,"South America",Montevideo,Montevideo,-34.891151,-56.187214,1,0,,,1,1,1,0,,,0,1,0,7,"Facility/Infrastructure Attack",,,,,1,Business,5,Industrial/Textiles/Factory,,"IPisa Paper Plant",218,Uruguay,,,,,,,,,,,,,,,,,"Tupamaros (Uruguay)",,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,3,"Minor (likely < $1 million)",6000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
197009240001,1970,9,24,,0,,217,"United States",1,"North America","New York","New York City",40.712784,-74.005941,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,2,"Government (General)",18,"Government Personnel (excluding police, military)",,"Japanese Government Offices",101,Japan,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,"Unknown Explosive Type",,,,,,,,,,,,,Explosive,0,,,0,,,1,3,"Minor (likely < $1 million)",2500,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
197009240002,1970,9,24,,0,,499,"East Germany (GDR)",9,"Eastern Europe",,"East Berlin",52.516667,13.4,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,7,"Government (Diplomatic)",46,Embassy/Consulate,,Consulate,102,Jordan,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,14,"Time Fuse",,,,,,,,,,,,,"Pipe bomb",,,,,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
197009250001,1970,9,25,,0,,217,"United States",1,"North America","New York","New York City",40.712784,-74.005941,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,4,Military,28,"Military Recruiting Station/Academy",,"Army Recruiting Station",217,"United States",,,,,,,,,,,,,,,,,"Weather Underground, Weathermen",,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,"Unknown Explosive Type",,,,,,,,,,,,,Explosive,0,,,0,,,1,3,"Minor (likely < $1 million)",3000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
197009260001,1970,9,26,,0,,218,Uruguay,3,"South America",Montevideo,Montevideo,-34.891151,-56.187214,1,0,,,1,1,1,0,,,0,0,0,6,"Hostage Taking (Kidnapping)",,,,,3,Police,25,"Police Security Forces/Officers","Uruguayan police","Alfredo Beccona, director of Investigations",218,Uruguay,,,,,,,,,,,,,,,,,"Tupamaros (Uruguay)",,,,,,,0,,,0,4,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,,,0,,,0,,,,,1,1,0,,,,Uruguay,1,0,,,,,,,,,,,,PGIS,0,0,0,0,
197009260002,1970,9,26,,0,,217,"United States",1,"North America","New York","New York City",40.712784,-74.005941,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,7,"Government (Diplomatic)",47,"International Organization (peacekeeper, aid agency, compound)",,"Ivory Coast Mission to U.N.",99,"Ivory Coast",,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,"Unknown Explosive Type",,,,,,,,,,,,,Explosive,0,,,0,,,1,3,"Minor (likely < $1 million)",3000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
197009270001,1970,9,27,,0,,217,"United States",1,"North America","New York","New York City",40.712784,-74.005941,1,0,,,1,1,1,0,,,0,0,0,4,Hijacking,,,,,6,"Airports & Aircraft",42,"Aircraft (not at an airport)",,"United Arab Republic airliner",422,International,,,,,,,,,,,,,,,,,"Jewish Defense League (JDL)",,,,,,,0,,,0,2,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,"Unknown Explosive Type",5,Firearms,5,"Unknown Gun Type",13,Unknown,,,,,,,,0,0,,0,0,,0,,,,,1,-99,0,,,"Arrested before boarding","Arrested before boarding",0,,,,,,,,,,,,,HSI,0,1,1,1,
197009300001,1970,9,30,,0,,603,"United Kingdom",8,"Western Europe","Northern Ireland",Belfast,54.597269,-5.930109,1,0,,,1,1,1,0,,,0,1,0,2,"Armed Assault",,,,,14,"Private Citizens & Property",69,"Religion Identified",,"David Murray, 49, Protestant",233,"Northern Ireland",,,,,,,,,,,,,,,,,"Protestant extremists",,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,5,"Unknown Gun Type",,,,,,,,,,,,,Firearm,1,,,,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,CAIN,-9,-9,1,1,
197010000001,1970,10,0,,0,,94,Iran,10,"Middle East & North Africa",Tehran,Tehran,35.696442,51.422974,1,0,,,1,1,1,0,,,0,1,0,2,"Armed Assault",,,,,1,Business,3,Bank/Commerce,,Bank,94,Iran,,,,,,,,,,,,,,,,,"Siah KAL",,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,Pistol,,,,,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
197010010001,1970,10,1,,0,,217,"United States",1,"North America",Maryland,Baltimore,39.290555,-76.609604,1,0,,"10/1/1970: Unknown perpetrators firebombed the campaign headquarters of Parren Mitchell in Baltimore, Maryland, United States.  Mitchell was running in a contentious campaign, attempting to become the first African American Congressman from the state of Maryland.  The were no casualties and the resulting fire caused only minor damages.",1,1,1,0,,,0,1,0,7,"Facility/Infrastructure Attack",,,,,14,"Private Citizens & Property",84,"Political Party Member/Rally","Campaign Headquarters of African American Congressional Candidate","Campaign Headquarters of Parren Mitchell",217,"United States",,,,,,,,,,,,,,,,,"White extremists",,,,,,"To protest an African American Congressman representing the state of Maryland",0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,"Flammable liquid thrown through front door of building",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",,"Minor damage",0,,,,,,,0,,,,,,,,,"A policeman walking by the building saw the fire and extinguished it.  Parren Mitchell received many threatening letters and phone calls during his campaign, however, he ended up victorious, becoming Maryland's first Black Congressman.","""Mitchell's Md. Headquarters Hit by Fire Bomb,"" Washington Post, October 2, 1970.","Paul Evans and Al Rutledge, ""'Can't Stop Us,' Says Mitchell,"" Afro-American, October 10, 1970.","""Parren Mitchell,"" National Visionary Leadership Project, 2009. <http://www.visionaryproject.org/mitchellparren/>","Hewitt Project",-9,-9,0,-9,
197010020002,1970,10,2,,0,,209,Turkey,10,"Middle East & North Africa",Izmir,Izmir,38.423708,27.134205,1,0,,,1,1,0,1,1,"Insurgency/Guerilla Action",0,1,0,3,Bombing/Explosion,,,,,4,Military,27,"Military Barracks/Base/Headquarters/Checkpost",,"U.S. Air Force Commissary",217,"United States",,,,,,,,,,,,,,,,,"Turkish People's Liberation Front (TPLF)(THKP-C)",,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,28,Dynamite/TNT,,,,,,,,,,,,,Dynamite,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,
197010020003,1970,10,2,,0,,217,"United States",1,"North America",Oregon,Eugene,44.04483,-123.072606,1,0,,"10/2/1970: Unknown perpetrators bombed Prince Lucien Campbell Hall at the University of Oregon in Eugene, United States.  There were no casualties but the building sustained $50,000 in damages.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,8,"Educational Institution",49,"School/University/Educational Building","University of Oregon","Prince Lucien Campbell Hall, University of Oregon",217,"United States",,,,,,,,,,,,,,,,,"Student Radicals",,,,,,,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,28,Dynamite/TNT,,,,,,,,,,,,,"Twenty to twenty-five sticks of dynamite connected to a timing device",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",50000,"Ceiling, walls, and heating pipes damaged",0,,,,,,,0,,,,,,,,,"The incident occurred overnight.  The bomb was placed in the women's restroom on the ground floor.","Marcia McKnight Trick, ""Chronology of Incidents of Terroristic, Quasi-Terroristic, and Political Violence in the United States: January 1965 to March 1976,"" National Advisory Committee on Criminal Justice Standards and Goals: Report of the Task Force on Disorders and Terrorism, 1976.",,,"Hewitt Project",-9,-9,0,-9,
197010020004,1970,10,2,,0,,217,"United States",1,"North America",Maryland,"Glen Burnie",39.162608,-76.624689,1,0,"Cinder Cove Road","10/2/1970: Four teenagers, who were members of a Neo-Nazi group, threw four Molotov cocktails and dropped metal grates down a seventy-five foot shaft at a Sewage Pumping Station in Anne Arundel, Maryland, United States.  There were no casualties, but the station sustained $2,000 in damages.  The perpetrators attempted to provoke a racial conflict hoping that the incident would be blamed on African Americans.",1,1,1,0,,,0,1,0,7,"Facility/Infrastructure Attack",,,,,9,"Food or Water Supply",52,"Water Supply","Sewage Plant","Sewage Plant in Anne Arundel Maryland",217,"United States",,,,,,,,,,,,,,,,,"Neo-Nazi extremists",,,,,,"To have the incident blamed on African American and cause racial conflict",0,,,0,4,4,0,,,,,,,,,,8,Incendiary,19,"Molotov Cocktail/Petrol Bomb",11,"Sabotage Equipment",,,,,,,,,,,"Four Molotov cocktails; Metal Grates thrown down shaft",0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",2000,"The Molotov cocktail damaged the outside brick and the metal grates damaged the filters at the bottom of the shaft",0,,,,,,,0,,,,,,,,,"The four teens were members of the American Nationalist Socialist Workers, Students and Christians Party.  Only one out of the four Molotov cocktails ignited.","""Young 'Neo-Nazis' Held As Vandals,"" Baltimore Sun, October 20, 1970.",,,"Hewitt Project",-9,-9,0,-9,
197010030001,1970,10,3,,0,,209,Turkey,10,"Middle East & North Africa",Ankara,Ankara,39.918392,32.865597,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,7,"Government (Diplomatic)",46,Embassy/Consulate,,"USIS Office",217,"United States",,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,"Unknown Explosive Type",,,,,,,,,,,,,Explosive,,,,,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
197010030002,1970,10,3,,0,,209,Turkey,10,"Middle East & North Africa",Ankara,Ankara,39.918392,32.865597,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,,,,"building, U.S. Element Cento",217,"United States",,,,,,,,,,,,,,,,,"Turkish People's Liberation Army",,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,"Unknown Explosive Type",,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,
197010050001,1970,10,5,,1,1970/12/03,38,Canada,1,"North America",,Quebec,46.803137,-71.241298,1,0,,,1,1,1,0,,,0,1,0,6,"Hostage Taking (Kidnapping)",,,,,2,"Government (General)",21,"Government Building/Facility/Office","U.K. government","James Cross, senior british trade commissinoer, Quebec",216,"Great Britain",,,,,,,,,,,,,,,,,"Front de Liberation du Quebec (FLQ)",,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,,,0,,,0,,,,,1,1,0,0,59,,Canada,0,,,,,,2,"Hostage(s) released by perpetrators",1,,,,,PGIS,0,1,1,1,
197010050002,1970,10,5,,0,,217,"United States",1,"North America",Illinois,Chicago,41.88415,-87.632409,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,14,"Private Citizens & Property",80,Memorial/Cemetery/Monument,,"Haymarket Square Statue",217,"United States",,,,,,,,,,,,,,,,,"Weather Underground, Weathermen",,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,"Unknown Explosive Type",,,,,,,,,,,,,Explosive,0,,,0,,,1,3,"Minor (likely < $1 million)",1000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
197010050003,1970,10,5,,0,,217,"United States",1,"North America","West Virginia",Bluefield,37.264891,-81.240268,1,0,,"10/5/1970: Unknown perpetrators bombed the student union at Bluefield State College in Bluefield, West Virginia, United States.  There were no casualties but the building sustained $15,000 in damages.",1,1,1,1,2,"Other Crime Type",0,1,0,3,Bombing/Explosion,,,,,8,"Educational Institution",49,"School/University/Educational Building","Bluefield State College","Student Union, Bluefield State College",217,"United States",,,,,,,,,,,,,,,,,"Student Radicals",,,,,,,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,"Unknown Explosive Type",,,,,,,,,,,,,,0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",15000,"Two restrooms were destroyed",0,,,,,,,0,,,,,,,,,"The bomb was placed in the men's restroom.  Two years earlier, there was a racially motivated bombing at Bluefield State College, however, authorities were unsure of the motivations behind this incident.","""Bomb Explodes at College,"" New York Times, October 6, 1970.","Robert W. Peterson, ""Crime & the American Response,"" Facts on File, 1973.","""College Bombed,"" Beaver Country Times, October 6, 1970.","Hewitt Project",-9,-9,0,-9,
197010060001,1970,10,6,,0,,209,Turkey,10,"Middle East & North Africa",Ankara,Ankara,39.918392,32.865597,1,0,,,1,1,0,1,1,"Insurgency/Guerilla Action",0,0,0,2,"Armed Assault",,,,,4,Military,35,"Military Transportation/Vehicle (excluding convoys)",,"vehicle, USAF member",217,"United States",,,,,,,,,,,,,,,,,"Turkish People's Liberation Army",,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,
197010060002,1970,10,6,,0,,217,"United States",1,"North America","New York","New York City",40.712784,-74.005941,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,17,"Terrorists/Non-State Militia",93,Terrorist,,"Palestine Liberation Organization",155,"West Bank and Gaza Strip",,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,14,"Time Fuse",,,,,,,,,,,,,"Pipe bomb",0,0,0,0,0,0,1,,,,,0,,,,,,,0,,,,,,,,,,,,,HSI,-9,-9,1,1,
197010080001,1970,10,8,,0,,217,"United States",1,"North America",Washington,Seattle,47.60356,-122.329439,1,0,,,1,1,0,1,1,"Insurgency/Guerilla Action",0,1,0,3,Bombing/Explosion,,,,,4,Military,28,"Military Recruiting Station/Academy",,"Navy ROTC facility",217,"United States",,,,,,,,,,,,,,,,,"Quartermoon Society",,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,"Unknown Explosive Type",,,,,,,,,,,,,Explosive,0,,,0,,,1,3,"Minor (likely < $1 million)",150000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
197010080002,1970,10,8,,0,,217,"United States",1,"North America",California,"Santa Barbara",34.419255,-119.698869,1,0,,,1,1,0,1,1,"Insurgency/Guerilla Action",0,1,0,3,Bombing/Explosion,,,,,4,Military,27,"Military Barracks/Base/Headquarters/Checkpost",,"National Guard Facility",217,"United States",,,,,,,,,,,,,,,,,"Weather Underground, Weathermen","Perfect Park Home Garden Society",,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,"Unknown Explosive Type",,,,,,,,,,,,,Explosive,0,,,0,,,1,3,"Minor (likely < $1 million)",400,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
197010080003,1970,10,8,,0,,217,"United States",1,"North America",California,"San Rafael",37.97457,-122.532474,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,2,"Government (General)",14,Judge/Attorney/Court,,"Marin County Courthouse",217,"United States",,,,,,,,,,,,,,,,,"Weather Underground, Weathermen",,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,"Unknown Explosive Type",,,,,,,,,,,,,Explosive,0,,,0,,,1,3,"Minor (likely < $1 million)",100000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
197010080004,1970,10,8,,0,,217,"United States",1,"North America",California,Berkeley,37.869885,-122.270539,1,0,,,1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,8,"Educational Institution",49,"School/University/Educational Building",,"University Study Center",217,"United States",,,,,,,,,,,,,,,,,"Weather Underground, Weathermen",,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,"Unknown Explosive Type",,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
197010080005,1970,10,8,,0,,218,Uruguay,3,"South America",Montevideo,Montevideo,-34.891151,-56.187214,1,0,,,1,1,1,0,,,0,1,0,7,"Facility/Infrastructure Attack",,,,,1,Business,,,,"Domingo Basso Firm",218,Uruguay,,,,,,,,,,,,,,,,,"Tupamaros (Uruguay)",,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,3,"Minor (likely < $1 million)",50000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
197010080006,1970,10,8,,0,,362,"West Germany (FRG)",8,"Western Europe",Baden-Wurttemberg,Stuttgart,48.777106,9.180769,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,7,"Government (Diplomatic)",46,Embassy/Consulate,,"USIS Office",217,"United States",,,,,,,,,,,,,,,,,"Students for a Democratic Society (SDS) (German)",,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,"Unknown Explosive Type",,,,,,,,,,,,,Explosive,0,,,0,,,1,3,"Minor (likely < $1 million)",700,,0,,,,,,,0,,,,,,,,,,,,,PGIS,1,1,1,1,
197010090001,1970,10,9,,0,,217,"United States",1,"North America",Texas,Houston,29.76045,-95.369784,1,0,,"10/9/1970: A splinter group of Ku Klux Klan claimed credit for blowing up a transmitter of radio station KPFT in Houston, Texas, United States.  KPFT radio gave a platform for people with Communist views.  There were no casualties but the station was knocked of the air.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,16,Telecommunication,88,Radio,"KPFT - FM","KPFT transmitter",217,"United States",,,,,,,,,,,,,,,,,"Ku Klux Klan",,,,,,"Intimidating/preventing KFPT from allowing Communists a network to share their views.",0,,,0,4,4,1,10,Unknown,,,,,,,,6,Explosives/Bombs/Dynamite,28,Dynamite/TNT,,,,,,,,,,,,,Dynamite,0,0,0,0,0,0,1,3,"Minor (likely < $1 million)",,"The station was temporarily knocked off the air.",0,,,,,,,0,,,,,,,,,"Of the four perpetrators indicted, two of them, Beam and Moratto, were Klansmen.  Hutto was also accused of being a member of the Klan.  It had been widely reported that a splinter group of the Klan took credit for the attack. The perpetrators were also indicted for 197103110001 and 197005120002.","Martin Waldron, ""2 Bombings Laid to 4 in Houston,"" New York Times, June 12, 1971.","Martin Waldron, ""Houston's KPFT, Two Bombs Later, Tries to Rebuild,"" New York Times, October 24, 1970.","""3 Suspected Klansmen Held in Houston, Texas,"" Atlanta Daily World, January 19, 1971.","Hewitt Project",0,0,0,0,
197010100001,1970,10,10,,1,1970/10/18,38,Canada,1,"North America",Quebec,Saint-Lambert,46.803137,-71.241298,1,0,,,1,1,1,0,,,0,1,0,6,"Hostage Taking (Kidnapping)",,,,,2,"Government (General)",18,"Government Personnel (excluding police, military)","Quebec Province govt","Pierre La Porte, Quebec minister of labor and immigration",38,Canada,,,,,,,,,,,,,,,,,"Front de Liberation du Quebec (FLQ)",,,,,,,0,,,0,4,,,,,,,,,,,,5,Firearms,5,"Unknown Gun Type",,,,,,,,,,,,,,1,,,0,,,0,,,,,1,1,0,,,,Canada,0,,,,,,4,"Hostage(s) killed (not during rescue attempt)",1,,,,,PGIS,0,0,0,0,
197010100002,1970,10,10,,0,,94,Iran,10,"Middle East & North Africa",Tehran,Tehran,35.696442,51.422974,1,0,,,1,1,1,-9,,,0,1,0,4,Hijacking,,,,,6,"Airports & Aircraft",42,"Aircraft (not at an airport)","Iran National Airline",B-727,94,Iran,,,,,,,,,,,,,,,,,Iranians,,,,,,,1,,,0,3,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,0,,1,0,,0,,,,,1,44,0,,,Iraq,Iraq,0,,,,,,2,"Hostage(s) released by perpetrators",,,,,,"Hijacking DB",0,0,0,0,
